y_test,predicted_prob_rf,predicted_prob_xgboost
0,0.200949918,0.099953532
0,0.057472967,0.070358634
0,0.049113944,0.066486336
1,0.281892819,0.207502812
0,0.171138932,0.191914394
0,0.236398405,0.381195098
0,0.256810046,0.124183483
0,0.308154193,0.277219862
0,0.070700713,0.108972639
0,0.040514465,0.062301848
0,0.21361102,0.207064122
0,0.452691468,0.464388669
0,0.018086599,0.039399195
1,0.140477399,0.108708657
0,0.125791339,0.085432388
1,0.307286313,0.300704688
1,0.122348216,0.201077685
1,0.183366032,0.167983025
1,0.195505387,0.151029438
0,0.014488949,0.026274741
0,0.518654674,0.642829418
0,0.021985272,0.030815506
0,0.15317069,0.12222787
0,0.018353182,0.039973788
0,0.302702851,0.266284555
1,0.47981137,0.361723542
1,0.322047722,0.265751004
0,0.301323443,0.335506141
0,0.481846792,0.50775677
1,0.102421015,0.072571605
0,0.094960567,0.13294661
0,0.116342559,0.132928908
1,0.18619145,0.205935538
0,0.135508117,0.181403071
0,0.148736779,0.189672217
0,0.283838364,0.268570483
1,0.270234025,0.194933489
0,0.052313271,0.071634442
0,0.385385216,0.441390097
0,0.009779894,0.016091606
0,0.224036839,0.231217578
0,0.094800384,0.091102742
0,0.028946908,0.05739361
0,0.395206918,0.342278332
1,0.247877474,0.151694909
0,0.05300221,0.128341079
1,0.233077638,0.225786433
0,0.047828443,0.040619016
0,0.750957802,0.904690802
0,0.124726327,0.059905224
0,0.132144466,0.150514215
0,0.037448519,0.05570526
0,0.098845278,0.071433246
1,0.387258167,0.484483212
0,0.0450324,0.068962313
0,0.077769551,0.093675904
1,0.543187398,0.600398839
0,0.116756485,0.144784078
0,0.146607801,0.111703411
0,0.224746566,0.195105433
0,0.142745887,0.172554851
0,0.239343171,0.204446256
0,0.098662564,0.081754878
0,0.129396344,0.108737566
0,0.036476647,0.045003869
0,0.015585879,0.03249871
0,0.141938615,0.180751488
0,0.259998877,0.18681626
0,0.37107161,0.321038157
0,0.251594987,0.21205619
0,0.36889767,0.281821698
0,0.139136652,0.118688688
0,0.008082818,0.021350417
0,0.121334245,0.110726267
0,0.421089117,0.457102418
0,0.012138539,0.022509065
0,0.112471411,0.121389233
0,0.04163617,0.074652545
0,0.399129329,0.299583107
0,0.1537048,0.248809367
0,0.136056763,0.132128507
0,0.29228037,0.237431854
0,0.097869998,0.053059921
0,0.055729302,0.084264457
0,0.178813409,0.175481707
1,0.249879484,0.217116714
0,0.129342028,0.120008148
1,0.396682229,0.529540122
1,0.472760197,0.284064502
0,0.144867807,0.160556942
1,0.809258917,0.880006015
0,0.20489919,0.243407294
0,0.014082546,0.033368617
1,0.401766223,0.341978312
0,0.102062416,0.134173557
0,0.32323101,0.292171389
0,0.061779858,0.081688486
0,0.417580778,0.515837371
0,0.36143617,0.286343783
0,0.242066444,0.1606123
1,0.347955468,0.314283103
1,0.428207705,0.353690267
0,0.102446313,0.058954801
0,0.353506012,0.370168328
0,0.350019142,0.210090429
1,0.123786604,0.163285717
0,0.295635787,0.161286712
0,0.082545346,0.094931267
0,0.03844668,0.0670681
0,0.232375412,0.143431649
1,0.392865102,0.352868468
0,0.552408835,0.532344818
0,0.029472793,0.050486114
0,0.01517063,0.021182824
0,0.081982144,0.103374653
1,0.048947507,0.069972835
0,0.035929712,0.065974727
1,0.2947186,0.306155205
1,0.910656025,0.951195359
0,0.364488288,0.511302173
0,0.397346592,0.500965774
0,0.197013843,0.170367867
0,0.129367855,0.114085965
1,0.274351923,0.198231041
0,0.314931947,0.335875481
0,0.222972064,0.225356281
0,0.070310021,0.084224083
1,0.235711656,0.182628304
0,0.394449636,0.457099974
0,0.279008179,0.320852667
0,0.267635707,0.193199381
0,0.070924642,0.05960777
1,0.34884211,0.515331626
0,0.112278495,0.088898838
0,0.025537741,0.025775092
1,0.399235637,0.308429182
1,0.71367198,0.782564878
1,0.601127702,0.53143698
0,0.038766507,0.045984667
0,0.088131108,0.054345176
1,0.169466494,0.141057357
0,0.114578856,0.124255292
0,0.265471672,0.284240782
0,0.159354889,0.187971622
0,0.111180854,0.091541171
1,0.205675183,0.245028108
0,0.093859687,0.119845711
1,0.322247832,0.171112999
0,0.015022748,0.025947254
0,0.017942371,0.036203679
0,0.018557229,0.046485797
0,0.075068593,0.057526026
1,0.084173855,0.080699645
0,0.10678364,0.141804427
0,0.120023255,0.10640014
1,0.157153069,0.118701734
1,0.232359861,0.204504505
0,0.0929094,0.07231506
0,0.119617167,0.161112249
1,0.219968541,0.224186674
0,0.199211811,0.162114039
0,0.109143654,0.111617848
0,0.183310601,0.215269074
0,0.236239304,0.295253366
0,0.007284576,0.017838443
0,0.089943738,0.099623337
1,0.093123075,0.046771154
0,0.149954269,0.276718497
0,0.029028628,0.029791612
0,0.176638922,0.151736528
0,0.09283931,0.07965868
1,0.209783697,0.174431175
0,0.260776415,0.300144404
0,0.237336952,0.238295615
1,0.168671377,0.137413204
0,0.024130224,0.03500703
0,0.138386421,0.115728818
0,0.054449947,0.049203057
0,0.388492517,0.186192065
0,0.291607453,0.193339288
0,0.658708093,0.563988328
0,0.383343402,0.385137528
0,0.35148922,0.28261888
0,0.062893813,0.070043474
0,0.152115236,0.12582998
0,0.053718075,0.068263225
1,0.108879944,0.132320374
0,0.482871465,0.476973742
0,0.195304047,0.18502748
0,0.113945354,0.091196448
1,0.451286677,0.501164973
0,0.160185596,0.128012717
0,0.144373902,0.13108483
0,0.307088625,0.468613535
1,0.152177501,0.090411276
0,0.102555762,0.155401736
0,0.025261886,0.032522123
1,0.238514135,0.159549445
0,0.189852358,0.128004819
1,0.078133006,0.131140426
0,0.06771311,0.074507348
0,0.418233248,0.374835938
0,0.023711676,0.028187947
0,0.15153638,0.115146898
0,0.23948692,0.299694002
1,0.095229778,0.092376292
0,0.074223874,0.087924704
0,0.175140859,0.168671116
0,0.215387788,0.284476131
0,0.0120489,0.020258883
0,0.132546266,0.088315368
0,0.070277831,0.097585127
0,0.083399824,0.078914426
1,0.711509834,0.927799046
1,0.822236965,0.953073382
0,0.018304013,0.043133751
0,0.055036042,0.065274507
0,0.069363198,0.064223424
0,0.039545846,0.047410969
1,0.081180149,0.092209943
0,0.031772941,0.057784226
0,0.289215422,0.246625021
0,0.167364898,0.139444306
0,0.032232931,0.028132146
0,0.13276051,0.142069981
0,0.201449121,0.206618607
0,0.158505624,0.19997175
0,0.099860048,0.130268738
0,0.245549131,0.179316834
0,0.259746858,0.556793928
1,0.326334733,0.355793595
0,0.07279187,0.024710448
0,0.495433196,0.606398582
0,0.046877773,0.050065625
0,0.176204378,0.155409411
0,0.12083545,0.094109245
1,0.110213296,0.093402572
0,0.090660802,0.108782582
0,0.12258401,0.057749894
0,0.208726432,0.205915064
0,0.352913757,0.287846684
0,0.014235753,0.02537689
0,0.254597883,0.146532193
0,0.291215428,0.357374579
1,0.378415741,0.458979964
0,0.104215694,0.107355364
0,0.291473626,0.308210909
1,0.044103922,0.065106295
0,0.549366515,0.752369881
1,0.282146649,0.298600227
1,0.217755912,0.20663847
0,0.029853124,0.037778873
0,0.247432906,0.263225675
0,0.010462192,0.02777377
0,0.152339586,0.094381288
1,0.725462005,0.897842109
0,0.077890809,0.103151403
0,0.111434295,0.121179454
0,0.287491342,0.276736408
0,0.045589341,0.068874121
0,0.204106192,0.147835433
0,0.272832574,0.287105024
0,0.237597721,0.191275969
1,0.244364357,0.278917104
0,0.045460326,0.043047711
1,0.324823337,0.248964444
0,0.06378549,0.058522653
1,0.197359739,0.187077492
0,0.012332204,0.03500703
0,0.23240027,0.171776175
0,0.042387289,0.040266182
0,0.082892703,0.088399626
0,0.368448515,0.36940375
0,0.047906662,0.048308812
0,0.0095297,0.02508075
0,0.042937215,0.051896483
0,0.289317542,0.369424582
0,0.425232416,0.427522451
0,0.430065037,0.620810986
0,0.123035471,0.11201337
0,0.063073585,0.069796674
1,0.162832501,0.156397119
0,0.107511663,0.116594002
0,0.059716122,0.073762752
0,0.017451187,0.03249871
1,0.650303801,0.935960233
0,0.104319861,0.104110569
0,0.03448339,0.042410053
0,0.175846096,0.184063226
0,0.202601567,0.273592412
0,0.334904049,0.344577432
0,0.012221018,0.024792613
0,0.074325053,0.090046905
0,0.301577275,0.251895905
1,0.274256263,0.248158112
0,0.087025315,0.082868703
0,0.016028302,0.042903602
0,0.206840755,0.190164238
0,0.223473328,0.161405906
0,0.129051605,0.162007719
0,0.396927374,0.256779462
0,0.223971038,0.183019057
0,0.264095066,0.110884368
0,0.007515724,0.027166868
0,0.03879016,0.041550647
0,0.252667516,0.210516676
0,0.244650889,0.330283433
0,0.060712766,0.066583976
0,0.077156558,0.071104407
0,0.04651744,0.054212566
0,0.113353496,0.056819152
1,0.181200761,0.249209166
0,0.020024258,0.031287443
1,0.169000955,0.159419
0,0.065082185,0.084497683
0,0.199257256,0.181355596
0,0.252138316,0.245672286
0,0.152882717,0.232245058
0,0.079098,0.056827333
0,0.116706309,0.061906274
0,0.311153649,0.293413162
0,0.125150603,0.084876783
0,0.046750518,0.083781503
0,0.075196725,0.103710882
1,0.309930891,0.292695433
0,0.019276339,0.065829806
0,0.088980856,0.072634794
1,0.618337578,0.611530364
0,0.199281228,0.124331199
0,0.241274937,0.105065651
0,0.031597672,0.050268866
0,0.131403299,0.092639752
0,0.159811948,0.162099481
0,0.055547984,0.045668088
0,0.399699341,0.631785154
0,0.05553863,0.065606356
0,0.083500396,0.105923153
0,0.083067313,0.076110847
0,0.134071411,0.16016604
0,0.134505468,0.099395305
0,0.04000577,0.061790988
0,0.106557088,0.118042707
0,0.114974477,0.125532299
0,0.128838137,0.143876284
0,0.119906358,0.106413074
0,0.280872795,0.251547933
1,0.203901947,0.234428257
0,0.23520168,0.194697231
0,0.184935761,0.12703231
0,0.030712564,0.079799682
0,0.191082512,0.174868971
0,0.209635323,0.215604305
0,0.054501553,0.051041909
1,0.700280207,0.924275815
0,0.129683555,0.125949249
0,0.353730242,0.517420053
0,0.313842471,0.365588635
0,0.106662593,0.144659102
0,0.102486773,0.11471381
0,0.204657264,0.233516619
0,0.404897708,0.522577882
0,0.082635558,0.112179823
0,0.276550487,0.256908119
1,0.551522659,0.595241964
0,0.093442496,0.082920074
1,0.060061065,0.059537925
1,0.237599723,0.304193884
0,0.236945826,0.219679534
0,0.017989112,0.037760165
0,0.059601647,0.091397978
0,0.014738231,0.03167725
0,0.288229622,0.271528214
1,0.295680173,0.271831185
0,0.039129514,0.039637052
0,0.042761938,0.038755305
1,0.129828873,0.165524453
0,0.250755929,0.165950924
0,0.238470249,0.190012068
0,0.115032196,0.206039786
0,0.254921059,0.193654865
0,0.025762821,0.04685754
0,0.077563694,0.059061028
0,0.15281965,0.189215451
0,0.117257825,0.141535044
0,0.100238818,0.105380364
1,0.218411188,0.271888554
1,0.152183423,0.170900449
1,0.403273313,0.534708679
0,0.046090554,0.046413235
0,0.174638881,0.190956131
0,0.056541571,0.061313048
0,0.100894698,0.08871457
0,0.257507356,0.21204181
0,0.171459335,0.137656763
0,0.134584728,0.110865586
1,0.201402395,0.247015476
0,0.391933021,0.270510763
0,0.114879251,0.098883897
1,0.482438841,0.537690401
1,0.276564624,0.282309741
0,0.033803871,0.085587837
0,0.112554537,0.120042987
0,0.37241954,0.459341139
0,0.07603253,0.085432313
0,0.165520373,0.140098453
0,0.140142001,0.171280563
0,0.19672798,0.147995874
0,0.079900993,0.095554575
0,0.061543748,0.076755814
0,0.032678372,0.028126221
0,0.189458233,0.170651346
1,0.754030166,0.901015639
0,0.088509876,0.088039376
0,0.03009974,0.041797336
1,0.684883758,0.860330284
1,0.114083871,0.152010456
0,0.140159488,0.11081849
0,0.12119233,0.083898596
1,0.224412294,0.302547306
0,0.345557631,0.307896852
0,0.023393663,0.04956444
0,0.160700137,0.185998544
0,0.087533015,0.058616269
0,0.060778941,0.094187647
1,0.143591482,0.112359919
0,0.190696314,0.175423905
1,0.242047516,0.211814642
1,0.385657,0.458372235
0,0.245470557,0.245514557
0,0.329411717,0.251111656
0,0.047627681,0.052216474
1,0.096588677,0.118217811
0,0.018501409,0.017590022
0,0.167479533,0.146284819
0,0.344985046,0.183659822
0,0.021261581,0.017089266
0,0.327332022,0.235645905
0,0.177154091,0.13285017
0,0.230504828,0.195340425
0,0.071414432,0.081684105
0,0.29221835,0.307394743
0,0.127291658,0.084647596
0,0.030954284,0.05480374
1,0.302852085,0.251532942
0,0.01016429,0.016420398
1,0.068596375,0.10582757
0,0.126159616,0.088293858
0,0.149624827,0.211280257
0,0.031781447,0.05514909
0,0.250813228,0.250140339
1,0.200630371,0.282554775
0,0.059764964,0.027397821
0,0.150901108,0.100859493
1,0.118781318,0.056391746
1,0.122920605,0.199646786
0,0.123060363,0.122314036
0,0.072588438,0.050779335
0,0.068250194,0.081905514
0,0.071490947,0.065413401
1,0.218317408,0.200395256
0,0.134541316,0.130750433
0,0.070906203,0.06000524
0,0.077591545,0.078729115
0,0.040190125,0.04791785
0,0.160710568,0.192704469
0,0.033510673,0.05535781
0,0.014062585,0.042791385
0,0.012359965,0.037179932
0,0.214232608,0.229674131
0,0.079698604,0.168670684
0,0.14062994,0.148000911
0,0.034176347,0.04302863
0,0.18853777,0.142284125
0,0.398068631,0.437251359
0,0.08857957,0.134537071
0,0.049016915,0.077626005
0,0.314719769,0.355895907
1,0.305244016,0.240517676
0,0.195398409,0.184865698
0,0.099944015,0.146267325
1,0.079374148,0.101558805
0,0.529670995,0.567031503
0,0.053558808,0.056590989
0,0.253103553,0.262549073
0,0.277867731,0.195932463
0,0.341437889,0.343802035
0,0.2532085,0.294186741
0,0.288011602,0.291322321
0,0.193665067,0.185969815
1,0.270707981,0.345455408
0,0.148964853,0.185737014
1,0.278981615,0.231689304
0,0.326493527,0.369164646
1,0.286241726,0.24091576
0,0.081883175,0.071942173
0,0.300576423,0.341653347
0,0.119452871,0.133376166
0,0.078721787,0.093196519
0,0.308971245,0.230296552
0,0.267247891,0.19098331
0,0.033968038,0.039923351
0,0.204746949,0.158282042
0,0.227942552,0.199046105
0,0.085319021,0.065050699
0,0.027220216,0.053143464
1,0.495067421,0.612080038
1,0.18474821,0.104052186
0,0.043508093,0.065986082
0,0.330470854,0.269427836
0,0.050534696,0.054540038
0,0.337684345,0.237681851
0,0.12777584,0.203030184
1,0.341747659,0.309126586
0,0.035866651,0.036913779
1,0.243612422,0.310237169
0,0.027327217,0.02818683
1,0.170220514,0.184947789
0,0.153043503,0.243281424
1,0.068796268,0.051506616
0,0.045207145,0.039988045
0,0.018039744,0.03172503
0,0.060181504,0.050377026
0,0.059953249,0.072621629
0,0.04332969,0.058695357
1,0.214691594,0.200798154
0,0.15155728,0.117047876
0,0.09573548,0.052506987
0,0.28591855,0.197683886
0,0.027077315,0.042410053
0,0.146774811,0.137246519
0,0.099914485,0.1092733
0,0.273519469,0.297331095
0,0.291991978,0.25421831
0,0.022420472,0.028260101
1,0.118459173,0.113441095
1,0.444964708,0.281740218
0,0.013648739,0.049508594
0,0.018518924,0.032976124
0,0.495520816,0.508950591
0,0.122819057,0.170937449
0,0.128653752,0.098708943
0,0.10708548,0.121855319
0,0.054584882,0.075320244
0,0.30337751,0.255936623
0,0.044368406,0.034575488
0,0.205157996,0.120583341
0,0.210654164,0.238696262
0,0.137267031,0.116905078
0,0.456541945,0.370564669
1,0.272560659,0.260130674
0,0.081287332,0.101078875
1,0.271067276,0.240260363
0,0.488221636,0.400360674
0,0.177296925,0.12161541
0,0.047893749,0.094722144
0,0.191514099,0.150863647
0,0.204609438,0.237312108
0,0.264639954,0.297820508
0,0.032575716,0.036119603
0,0.032489729,0.043026589
0,0.108487558,0.216044217
1,0.205910929,0.205473289
0,0.195190719,0.219541937
0,0.128282755,0.073417932
0,0.151734171,0.123776838
0,0.200767222,0.193399101
0,0.018349301,0.026861651
0,0.321574403,0.323263317
0,0.10335988,0.097046226
0,0.009737864,0.028236251
1,0.259838481,0.265910834
1,0.132592576,0.200965911
0,0.017300606,0.050401617
0,0.08481852,0.113259897
0,0.108085758,0.112750955
0,0.025271093,0.026587123
0,0.013671912,0.024530862
0,0.011830437,0.021303561
0,0.260703188,0.232429713
0,0.110843287,0.05731922
1,0.326541808,0.330149889
0,0.223613618,0.22268188
0,0.199276955,0.161249325
1,0.396342013,0.404176295
0,0.118866919,0.070039704
0,0.054679005,0.071736783
1,0.2201585,0.206136957
0,0.304299383,0.200234815
0,0.112859117,0.137155175
0,0.065141666,0.12850453
0,0.04355042,0.040629778
1,0.073005567,0.06991227
0,0.014209391,0.041515823
0,0.023143561,0.044555925
1,0.137109281,0.120670035
0,0.026378287,0.023111055
0,0.08295212,0.089146286
0,0.153904827,0.120949186
0,0.170258776,0.115268916
0,0.046829658,0.067047976
0,0.088441851,0.106454521
0,0.275852635,0.257433176
0,0.267930272,0.24865824
0,0.022671924,0.054387715
1,0.662849182,0.893969357
0,0.015958794,0.041030835
0,0.055635713,0.069502108
0,0.023239164,0.048128527
1,0.149399368,0.176190645
0,0.014714245,0.017089266
0,0.118763388,0.160799116
0,0.101491038,0.121088304
0,0.156254292,0.093457982
0,0.189863728,0.127280653
0,0.079162626,0.088415772
0,0.185493324,0.153805584
0,0.275517958,0.600403726
0,0.1685439,0.081821002
0,0.351601532,0.152000338
0,0.064182996,0.060033068
0,0.122618456,0.179182053
0,0.028147372,0.038726583
0,0.271410909,0.223044515
0,0.425267103,0.327858388
1,0.237726831,0.190455258
0,0.289047848,0.228037134
0,0.393282075,0.386506468
0,0.164176733,0.138786182
0,0.142291557,0.166443303
0,0.030113215,0.060795713
0,0.22787486,0.163382649
0,0.135075279,0.055058278
0,0.095507313,0.105124153
0,0.168472215,0.123268068
0,0.446303971,0.418944091
0,0.065512046,0.068847656
0,0.197530015,0.211275041
1,0.272963376,0.332785726
0,0.087747253,0.105603054
0,0.107937647,0.057526633
0,0.151871267,0.089226916
1,0.42412546,0.248952478
0,0.124265124,0.16218546
0,0.060371376,0.071251713
0,0.23063769,0.198529139
0,0.445636429,0.40831396
0,0.41990841,0.481772989
0,0.273486281,0.128954858
0,0.137849983,0.181040898
1,0.164259313,0.078495011
1,0.275610351,0.298383296
0,0.177183154,0.150797367
0,0.303331147,0.180445254
0,0.127662349,0.117046759
0,0.059567664,0.074476868
0,0.328991637,0.376252979
0,0.146754192,0.114034802
0,0.012084021,0.035096638
0,0.244102645,0.210036352
0,0.230261489,0.339186519
0,0.022336287,0.028127337
0,0.014647664,0.039358202
0,0.036317945,0.055883706
0,0.117544243,0.121148176
0,0.307966295,0.123270519
0,0.108679658,0.13199918
0,0.011741389,0.032502625
0,0.164032682,0.25409326
1,0.124113734,0.12889719
0,0.206993746,0.245351955
1,0.437669488,0.359077156
1,0.136605708,0.150537848
0,0.115209976,0.089170955
0,0.255853135,0.171615124
0,0.122267967,0.09908805
0,0.269560503,0.233228505
0,0.017242172,0.022863049
0,0.118130416,0.117660619
1,0.478175641,0.581112444
0,0.040298783,0.058942858
1,0.155517929,0.165524423
0,0.186636991,0.160020143
0,0.054935274,0.098261952
1,0.250364604,0.302527696
0,0.292766395,0.26687485
0,0.195749894,0.17660439
0,0.307782985,0.272601157
1,0.385302425,0.285989672
0,0.039049785,0.059664506
0,0.190407733,0.114103921
0,0.033126238,0.057908427
0,0.165165898,0.074176922
0,0.062448557,0.06596861
1,0.452899706,0.59874922
1,0.435944501,0.390417904
1,0.509224262,0.693945587
0,0.23287992,0.250898391
0,0.047048659,0.060693242
1,0.209313438,0.244932011
0,0.128852885,0.117652126
0,0.032698608,0.034966569
0,0.290558308,0.335494876
0,0.30246509,0.277016997
0,0.41627187,0.444251001
0,0.020586206,0.047540661
0,0.129132602,0.111439578
0,0.081037178,0.07138028
1,0.10033492,0.122238427
1,0.469914367,0.627658367
1,0.526285552,0.593634844
0,0.449080539,0.541305363
0,0.461019879,0.541367173
0,0.274815129,0.213713661
0,0.013538749,0.020647198
0,0.253426095,0.131523117
0,0.127140018,0.195476532
0,0.156749377,0.152754694
0,0.038701564,0.035837051
1,0.399628172,0.394961983
1,0.384496869,0.336534053
0,0.347400544,0.232992396
0,0.33484548,0.275862485
0,0.028164988,0.043679576
0,0.108061443,0.089960136
1,0.508018219,0.525719643
0,0.334988467,0.290054709
0,0.04713374,0.028694099
0,0.189121765,0.195752949
0,0.134240247,0.114110216
0,0.184830298,0.143280655
0,0.218339345,0.231290281
0,0.178463534,0.184018835
0,0.083276164,0.087875523
0,0.197654829,0.120795183
0,0.018322242,0.030930504
0,0.114697728,0.117304787
0,0.041656142,0.045210313
0,0.07274929,0.086838529
0,0.373304048,0.317264795
0,0.013839482,0.025947254
0,0.334054887,0.277140349
0,0.31033012,0.301143855
0,0.055377872,0.029567966
0,0.113061196,0.14694871
0,0.273304169,0.241244167
0,0.329417005,0.228053659
0,0.228853038,0.137143135
0,0.304456693,0.30360046
0,0.038481206,0.080854729
0,0.127172362,0.105549403
0,0.16604325,0.175829932
0,0.113988503,0.118309699
0,0.093663584,0.07813286
0,0.012294764,0.017089266
1,0.306138081,0.267755717
0,0.195835642,0.202832639
1,0.267862512,0.164090544
1,0.373877315,0.375863254
0,0.291530447,0.240704343
0,0.049621621,0.065684713
0,0.211442832,0.126612172
1,0.265152955,0.200961843
1,0.784457202,0.910532176
0,0.063637102,0.090622976
0,0.0899864,0.076719381
0,0.183049977,0.111772045
0,0.324628511,0.25970313
1,0.059751632,0.051863939
0,0.00935866,0.019011606
0,0.006372595,0.016091606
0,0.211363983,0.166138291
0,0.412279345,0.375295341
0,0.080511073,0.068862021
0,0.082675891,0.065991476
0,0.030149037,0.050361902
0,0.425192814,0.513151109
0,0.107976775,0.094460756
1,0.188093703,0.250814557
1,0.143493323,0.148188174
0,0.106839044,0.139975682
1,0.449407306,0.51232177
0,0.18617115,0.203509003
0,0.289156376,0.302599579
0,0.013496019,0.025947254
0,0.356665843,0.415431708
0,0.270567454,0.190929472
0,0.008761098,0.022860946
0,0.152200608,0.137117639
0,0.040295858,0.069672182
0,0.125419727,0.101490714
0,0.091816697,0.066669688
1,0.439774784,0.476983845
0,0.278323288,0.205465272
0,0.202289504,0.205413267
0,0.368930289,0.270891398
0,0.049272101,0.0783398
0,0.051448216,0.019862233
0,0.072606109,0.091637179
0,0.559374944,0.588220358
1,0.353756802,0.270865917
0,0.521103042,0.559695303
0,0.110372885,0.08327774
0,0.222735468,0.318271816
0,0.139987642,0.222813845
0,0.095868093,0.120045245
0,0.215260128,0.210521519
0,0.351304326,0.20300141
0,0.213366625,0.176653832
1,0.133494028,0.078314759
1,0.101350846,0.049268238
0,0.130746361,0.122979723
0,0.1853536,0.208421692
0,0.436889191,0.37808916
0,0.086264657,0.113643937
0,0.146410161,0.14705658
0,0.044746256,0.02603296
0,0.083274205,0.079340473
1,0.498751203,0.586814225
0,0.021361961,0.053859193
0,0.030813912,0.035157785
0,0.027790903,0.082809038
0,0.162936985,0.072599374
0,0.2304537,0.233634695
1,0.693386544,0.956765175
0,0.516978169,0.508857906
1,0.356926085,0.406172365
0,0.136590319,0.142972291
1,0.139567284,0.136951745
0,0.102602862,0.066071682
0,0.289049168,0.340426862
0,0.245229662,0.195606679
0,0.014150108,0.030324308
0,0.040174803,0.062369924
0,0.158510084,0.155793324
1,0.183855441,0.100026108
0,0.144023435,0.105992377
1,0.188370989,0.214409128
0,0.03308239,0.038773604
1,0.22012018,0.163383618
0,0.143038718,0.124893963
1,0.482733958,0.66984421
0,0.054046933,0.066716656
1,0.095341107,0.06297604
1,0.159525516,0.11920356
0,0.155681806,0.142781496
0,0.101902844,0.070223294
0,0.342845614,0.389339596
0,0.02242086,0.023514675
0,0.16162942,0.12542209
0,0.08674498,0.076470293
1,0.442503592,0.456305057
0,0.223764874,0.125716195
0,0.109044216,0.086645462
0,0.260665781,0.196141213
0,0.04349965,0.04859956
0,0.207339372,0.294401884
0,0.081249686,0.0845633
0,0.017536634,0.030184764
1,0.364772221,0.087835282
0,0.022950483,0.042240333
0,0.023846022,0.058242366
0,0.152008653,0.182100043
0,0.260842499,0.411339611
0,0.143768068,0.094400831
0,0.038602001,0.062402684
1,0.815216567,0.95192188
1,0.252692872,0.181451842
0,0.006969273,0.016091606
0,0.084525537,0.06841097
0,0.047613587,0.068147518
1,0.256989741,0.251986414
0,0.123241369,0.144494325
0,0.026146683,0.052627966
0,0.165356325,0.145017728
0,0.011364528,0.019945392
0,0.047283953,0.060226824
0,0.317411431,0.263428241
0,0.12975514,0.13515617
1,0.347269823,0.414382935
0,0.157769953,0.124270521
0,0.019203054,0.026274741
0,0.501264347,0.319626302
0,0.115859907,0.059205886
1,0.07637758,0.090446912
0,0.035676796,0.060856514
0,0.132386959,0.154576004
0,0.302271608,0.315527618
0,0.25201329,0.170835078
0,0.252665316,0.290620446
1,0.299068382,0.226039276
0,0.065111827,0.049383245
